start creating config files...
update config files success
Computational complexity:       4.12 GMac
Number of parameters:           23.92 M 
no checkpoints
[0][0/750]	Loss:5.26883	Lr:0.001000	Data:0594ms	Train:0089ms	Mem:1.01Gb	Prec@1:0.0000
[20][600/725]	Loss:0.92035	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7535
[20][650/725]	Loss:1.56946	Lr:0.000000	Data:0021ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7581
[20][700/725]	Loss:0.22688	Lr:0.000000	Data:0012ms	Train:0004ms	Mem:1.06Gb	Prec@1:0.7671
Train Prec@1:0.7928	Val Prec@1:0.7679
BestV Prec@1:0.7713	Best Epoch:13
[21][0/750]	Loss:1.25729	Lr:0.001000	Data:0637ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.7500
[21][150/750]	Loss:0.67612	Lr:0.001000	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.7707
[21][300/750]	Loss:0.54203	Lr:0.001000	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.7832
[21][450/750]	Loss:0.72896	Lr:0.001000	Data:0001ms	Train:0069ms	Mem:1.06Gb	Prec@1:0.7924
[21][600/750]	Loss:1.12115	Lr:0.001000	Data:0002ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.7924
[21][0/725]	Loss:1.99067	Lr:0.000000	Data:0641ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.6250
[21][50/725]	Loss:0.23185	Lr:0.000000	Data:0022ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8235
[21][100/725]	Loss:0.35526	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7463
[21][150/725]	Loss:0.89419	Lr:0.000000	Data:0025ms	Train:0029ms	Mem:1.06Gb	Prec@1:0.7368
[21][200/725]	Loss:1.48981	Lr:0.000000	Data:0011ms	Train:0022ms	Mem:1.06Gb	Prec@1:0.7631
[21][250/725]	Loss:3.13632	Lr:0.000000	Data:0023ms	Train:0021ms	Mem:1.06Gb	Prec@1:0.7485
[21][300/725]	Loss:0.01812	Lr:0.000000	Data:0017ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7612
[21][350/725]	Loss:0.11219	Lr:0.000000	Data:0014ms	Train:0008ms	Mem:1.06Gb	Prec@1:0.7660
[21][400/725]	Loss:0.56359	Lr:0.000000	Data:0014ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.7650
[21][450/725]	Loss:0.62864	Lr:0.000000	Data:0011ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7594
[21][500/725]	Loss:0.03965	Lr:0.000000	Data:0011ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7607
[21][550/725]	Loss:1.48322	Lr:0.000000	Data:0039ms	Train:0033ms	Mem:1.06Gb	Prec@1:0.7539
[21][600/725]	Loss:0.64049	Lr:0.000000	Data:0014ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7627
[21][650/725]	Loss:2.65254	Lr:0.000000	Data:0022ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7665
[21][700/725]	Loss:0.53198	Lr:0.000000	Data:0011ms	Train:0004ms	Mem:1.06Gb	Prec@1:0.7743
Train Prec@1:0.7865	Val Prec@1:0.7761
BestV Prec@1:0.7761	Best Epoch:21
[22][0/750]	Loss:0.36705	Lr:0.001000	Data:0675ms	Train:0078ms	Mem:1.06Gb	Prec@1:0.8750
[22][150/750]	Loss:0.34123	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8154
[22][300/750]	Loss:1.66308	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8011
[22][450/750]	Loss:0.56645	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.7993
[22][600/750]	Loss:0.47924	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.7978
[22][0/725]	Loss:1.45504	Lr:0.000000	Data:0670ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7500
[22][50/725]	Loss:0.02222	Lr:0.000000	Data:0027ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.8088
[22][100/725]	Loss:0.17982	Lr:0.000000	Data:0025ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7463
[22][150/725]	Loss:0.91309	Lr:0.000000	Data:0025ms	Train:0044ms	Mem:1.06Gb	Prec@1:0.7425
[22][200/725]	Loss:2.13092	Lr:0.000000	Data:0013ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7662
[22][250/725]	Loss:3.34978	Lr:0.000000	Data:0020ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7440
[22][300/725]	Loss:0.00373	Lr:0.000000	Data:0033ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7641
[22][350/725]	Loss:0.04450	Lr:0.000000	Data:0004ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7721
[22][400/725]	Loss:0.42041	Lr:0.000000	Data:0018ms	Train:0033ms	Mem:1.06Gb	Prec@1:0.7703
[22][450/725]	Loss:1.90706	Lr:0.000000	Data:0026ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7650
[22][500/725]	Loss:0.00231	Lr:0.000000	Data:0027ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7645
[22][550/725]	Loss:1.56865	Lr:0.000000	Data:0024ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7582
[22][600/725]	Loss:0.13729	Lr:0.000000	Data:0013ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7668
[22][650/725]	Loss:2.40310	Lr:0.000000	Data:0020ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7696
[22][700/725]	Loss:0.04565	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7776
Train Prec@1:0.7951	Val Prec@1:0.7791
BestV Prec@1:0.7791	Best Epoch:22
[23][0/750]	Loss:0.68109	Lr:0.001000	Data:0600ms	Train:0063ms	Mem:1.06Gb	Prec@1:0.8750
[23][150/750]	Loss:0.46127	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8137
[23][300/750]	Loss:0.62302	Lr:0.001000	Data:0001ms	Train:0072ms	Mem:1.06Gb	Prec@1:0.8140
[23][450/750]	Loss:0.85785	Lr:0.001000	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.8113
[23][600/750]	Loss:0.98820	Lr:0.001000	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.8039
[23][0/725]	Loss:1.45660	Lr:0.000000	Data:0613ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7500
[23][50/725]	Loss:0.08106	Lr:0.000000	Data:0019ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8015
[23][100/725]	Loss:1.15532	Lr:0.000000	Data:0027ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7364
[23][150/725]	Loss:0.98936	Lr:0.000000	Data:0040ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7301
[23][200/725]	Loss:1.22450	Lr:0.000000	Data:0011ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7519
[23][250/725]	Loss:3.09500	Lr:0.000000	Data:0019ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7316
[23][300/725]	Loss:0.00315	Lr:0.000000	Data:0010ms	Train:0024ms	Mem:1.06Gb	Prec@1:0.7492
[23][350/725]	Loss:0.20082	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7635
[23][400/725]	Loss:0.74583	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7622
[23][450/725]	Loss:3.44145	Lr:0.000000	Data:0012ms	Train:0039ms	Mem:1.06Gb	Prec@1:0.7497
[23][500/725]	Loss:0.00083	Lr:0.000000	Data:0014ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7485
[23][550/725]	Loss:1.81066	Lr:0.000000	Data:0024ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7391
[23][600/725]	Loss:0.13141	Lr:0.000000	Data:0012ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7496
[23][650/725]	Loss:2.25032	Lr:0.000000	Data:0013ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7546
[23][700/725]	Loss:0.24317	Lr:0.000000	Data:0011ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7621
Train Prec@1:0.7986	Val Prec@1:0.7618
BestV Prec@1:0.7791	Best Epoch:22
[24][0/750]	Loss:0.20553	Lr:0.001000	Data:0594ms	Train:0075ms	Mem:1.06Gb	Prec@1:1.0000
[24][150/750]	Loss:0.50185	Lr:0.001000	Data:0002ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8137
[24][300/750]	Loss:0.51228	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8002
[24][450/750]	Loss:1.76862	Lr:0.001000	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.8060
[24][600/750]	Loss:0.68188	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8051
[24][0/725]	Loss:1.65602	Lr:0.000000	Data:0647ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.7500
[24][50/725]	Loss:0.07805	Lr:0.000000	Data:0027ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8162
[24][100/725]	Loss:0.22789	Lr:0.000000	Data:0016ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7426
[24][150/725]	Loss:1.86000	Lr:0.000000	Data:0017ms	Train:0038ms	Mem:1.06Gb	Prec@1:0.7483
[24][200/725]	Loss:1.65505	Lr:0.000000	Data:0015ms	Train:0026ms	Mem:1.06Gb	Prec@1:0.7643
[24][250/725]	Loss:4.11052	Lr:0.000000	Data:0011ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7385
[24][300/725]	Loss:0.05111	Lr:0.000000	Data:0012ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7521
[24][350/725]	Loss:0.01368	Lr:0.000000	Data:0011ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.7628
[24][400/725]	Loss:0.41220	Lr:0.000000	Data:0020ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7597
[24][450/725]	Loss:0.54846	Lr:0.000000	Data:0030ms	Train:0026ms	Mem:1.06Gb	Prec@1:0.7522
[24][500/725]	Loss:0.00051	Lr:0.000000	Data:0020ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7522
[24][550/725]	Loss:0.15772	Lr:0.000000	Data:0015ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.7475
[24][600/725]	Loss:0.34539	Lr:0.000000	Data:0013ms	Train:0011ms	Mem:1.06Gb	Prec@1:0.7558
[24][650/725]	Loss:2.76689	Lr:0.000000	Data:0018ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7571
[24][700/725]	Loss:0.01747	Lr:0.000000	Data:0012ms	Train:0004ms	Mem:1.06Gb	Prec@1:0.7646
Train Prec@1:0.8023	Val Prec@1:0.7653
BestV Prec@1:0.7791	Best Epoch:22
[25][0/750]	Loss:0.62136	Lr:0.001000	Data:0562ms	Train:0079ms	Mem:1.06Gb	Prec@1:0.7500
[25][150/750]	Loss:1.05834	Lr:0.001000	Data:0001ms	Train:0080ms	Mem:1.06Gb	Prec@1:0.8212
[25][300/750]	Loss:0.31208	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8177
[25][450/750]	Loss:0.93826	Lr:0.001000	Data:0004ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.8151
[25][600/750]	Loss:0.86050	Lr:0.001000	Data:0001ms	Train:0101ms	Mem:1.06Gb	Prec@1:0.8182
[25][0/725]	Loss:0.95258	Lr:0.000000	Data:0633ms	Train:0008ms	Mem:1.06Gb	Prec@1:0.7500
[25][50/725]	Loss:0.02735	Lr:0.000000	Data:0025ms	Train:0028ms	Mem:1.06Gb	Prec@1:0.8260
[25][100/725]	Loss:0.22712	Lr:0.000000	Data:0028ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7735
[25][150/725]	Loss:1.20200	Lr:0.000000	Data:0025ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7624
[25][200/725]	Loss:1.21936	Lr:0.000000	Data:0018ms	Train:0027ms	Mem:1.06Gb	Prec@1:0.7823
[25][250/725]	Loss:4.18441	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7580
[25][300/725]	Loss:0.01183	Lr:0.000000	Data:0018ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7724
[25][350/725]	Loss:0.20037	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7803
[25][400/725]	Loss:0.15460	Lr:0.000000	Data:0018ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.7752
[25][450/725]	Loss:2.66565	Lr:0.000000	Data:0019ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7675
[25][500/725]	Loss:0.00316	Lr:0.000000	Data:0022ms	Train:0015ms	Mem:1.06Gb	Prec@1:0.7697
[25][550/725]	Loss:1.11930	Lr:0.000000	Data:0017ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7609
[25][600/725]	Loss:0.37390	Lr:0.000000	Data:0014ms	Train:0030ms	Mem:1.06Gb	Prec@1:0.7700
[25][650/725]	Loss:1.94708	Lr:0.000000	Data:0017ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7748
[25][700/725]	Loss:0.24220	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7810
Train Prec@1:0.8170	Val Prec@1:0.7818
BestV Prec@1:0.7818	Best Epoch:25
[26][0/750]	Loss:2.00024	Lr:0.000100	Data:0634ms	Train:0065ms	Mem:1.06Gb	Prec@1:0.6250
[26][150/750]	Loss:0.57149	Lr:0.000100	Data:0001ms	Train:0062ms	Mem:1.06Gb	Prec@1:0.8394
[26][300/750]	Loss:0.55017	Lr:0.000100	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.8513
[26][450/750]	Loss:0.93154	Lr:0.000100	Data:0001ms	Train:0093ms	Mem:1.06Gb	Prec@1:0.8498
[26][600/750]	Loss:0.44928	Lr:0.000100	Data:0005ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8521
[26][0/725]	Loss:1.17466	Lr:0.000000	Data:0601ms	Train:0015ms	Mem:1.06Gb	Prec@1:0.7500
[26][50/725]	Loss:0.01274	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8456
[26][100/725]	Loss:0.38526	Lr:0.000000	Data:0012ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.7958
[26][150/725]	Loss:1.10182	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7864
[26][200/725]	Loss:1.08095	Lr:0.000000	Data:0014ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8072
[26][250/725]	Loss:4.13014	Lr:0.000000	Data:0012ms	Train:0041ms	Mem:1.06Gb	Prec@1:0.7839
[26][300/725]	Loss:0.01492	Lr:0.000000	Data:0026ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7961
[26][350/725]	Loss:0.14593	Lr:0.000000	Data:0013ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8034
[26][400/725]	Loss:0.09561	Lr:0.000000	Data:0005ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.8021
[26][450/725]	Loss:1.93050	Lr:0.000000	Data:0024ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7935
[26][500/725]	Loss:0.00185	Lr:0.000000	Data:0011ms	Train:0008ms	Mem:1.06Gb	Prec@1:0.7959
[26][550/725]	Loss:0.90620	Lr:0.000000	Data:0027ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7877
[26][600/725]	Loss:0.26492	Lr:0.000000	Data:0014ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7962
[26][650/725]	Loss:1.72404	Lr:0.000000	Data:0028ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.8007
[26][700/725]	Loss:0.12988	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8080
Train Prec@1:0.8562	Val Prec@1:0.8086
BestV Prec@1:0.8086	Best Epoch:26
[27][0/750]	Loss:1.07603	Lr:0.000100	Data:0625ms	Train:0093ms	Mem:1.06Gb	Prec@1:0.7500
[27][150/750]	Loss:0.04310	Lr:0.000100	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.8651
[27][300/750]	Loss:0.67497	Lr:0.000100	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8675
[27][450/750]	Loss:0.31004	Lr:0.000100	Data:0001ms	Train:0103ms	Mem:1.06Gb	Prec@1:0.8667
[27][600/750]	Loss:0.37152	Lr:0.000100	Data:0001ms	Train:0095ms	Mem:1.06Gb	Prec@1:0.8710
[27][0/725]	Loss:1.16280	Lr:0.000000	Data:0648ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7500
[27][50/725]	Loss:0.04824	Lr:0.000000	Data:0015ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8456
[27][100/725]	Loss:0.26644	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7908
[27][150/725]	Loss:1.05969	Lr:0.000000	Data:0026ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7815
[27][200/725]	Loss:1.14559	Lr:0.000000	Data:0016ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8022
[27][250/725]	Loss:3.90900	Lr:0.000000	Data:0018ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.7789
[27][300/725]	Loss:0.02143	Lr:0.000000	Data:0012ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7949
[27][350/725]	Loss:0.12572	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8045
[27][400/725]	Loss:0.11180	Lr:0.000000	Data:0020ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.8017
[27][450/725]	Loss:2.40194	Lr:0.000000	Data:0013ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7927
[27][500/725]	Loss:0.00075	Lr:0.000000	Data:0021ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7942
[27][550/725]	Loss:0.97722	Lr:0.000000	Data:0010ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.7877
[27][600/725]	Loss:0.40402	Lr:0.000000	Data:0013ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7962
[27][650/725]	Loss:1.88921	Lr:0.000000	Data:0015ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8005
[27][700/725]	Loss:0.11397	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8081
Train Prec@1:0.8724	Val Prec@1:0.8081
BestV Prec@1:0.8086	Best Epoch:26
[28][0/750]	Loss:1.47083	Lr:0.000100	Data:0597ms	Train:0062ms	Mem:1.06Gb	Prec@1:0.7500
[28][150/750]	Loss:0.03373	Lr:0.000100	Data:0003ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8651
[28][300/750]	Loss:0.97914	Lr:0.000100	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8721
[28][450/750]	Loss:0.33551	Lr:0.000100	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.8758
[28][600/750]	Loss:1.66823	Lr:0.000100	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8740
[28][0/725]	Loss:1.03899	Lr:0.000000	Data:0623ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7500
[28][50/725]	Loss:0.04362	Lr:0.000000	Data:0013ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8456
[28][100/725]	Loss:0.30072	Lr:0.000000	Data:0027ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7834
[28][150/725]	Loss:0.91880	Lr:0.000000	Data:0025ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7831
[28][200/725]	Loss:0.68972	Lr:0.000000	Data:0011ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8022
[28][250/725]	Loss:3.66480	Lr:0.000000	Data:0011ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7794
[28][300/725]	Loss:0.04006	Lr:0.000000	Data:0011ms	Train:0035ms	Mem:1.06Gb	Prec@1:0.7944
[28][350/725]	Loss:0.04372	Lr:0.000000	Data:0013ms	Train:0011ms	Mem:1.06Gb	Prec@1:0.8045
[28][400/725]	Loss:0.10464	Lr:0.000000	Data:0021ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.8033
[28][450/725]	Loss:2.01039	Lr:0.000000	Data:0022ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7952
[28][500/725]	Loss:0.00077	Lr:0.000000	Data:0017ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7959
[28][550/725]	Loss:1.07541	Lr:0.000000	Data:0016ms	Train:0037ms	Mem:1.06Gb	Prec@1:0.7892
[28][600/725]	Loss:0.25498	Lr:0.000000	Data:0017ms	Train:0013ms	Mem:1.06Gb	Prec@1:0.7955
[28][650/725]	Loss:2.02420	Lr:0.000000	Data:0027ms	Train:0012ms	Mem:1.06Gb	Prec@1:0.8009
[28][700/725]	Loss:0.08073	Lr:0.000000	Data:0014ms	Train:0004ms	Mem:1.06Gb	Prec@1:0.8085
Train Prec@1:0.8739	Val Prec@1:0.8095
BestV Prec@1:0.8095	Best Epoch:28
[29][0/750]	Loss:1.83506	Lr:0.000100	Data:0610ms	Train:0078ms	Mem:1.06Gb	Prec@1:0.6250
[29][150/750]	Loss:0.08530	Lr:0.000100	Data:0001ms	Train:0091ms	Mem:1.06Gb	Prec@1:0.8576
[29][300/750]	Loss:0.66759	Lr:0.000100	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8725
[29][450/750]	Loss:0.50551	Lr:0.000100	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8725
[29][600/750]	Loss:0.32855	Lr:0.000100	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8775
[29][0/725]	Loss:1.11792	Lr:0.000000	Data:0621ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7500
[29][50/725]	Loss:0.02865	Lr:0.000000	Data:0024ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8407
[29][100/725]	Loss:0.20889	Lr:0.000000	Data:0030ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7908
[29][150/725]	Loss:0.84436	Lr:0.000000	Data:0019ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7889
[29][200/725]	Loss:1.03661	Lr:0.000000	Data:0011ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8053
[29][250/725]	Loss:3.49596	Lr:0.000000	Data:0027ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7834
[29][300/725]	Loss:0.02092	Lr:0.000000	Data:0024ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7978
[29][350/725]	Loss:0.06253	Lr:0.000000	Data:0015ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.8059
[29][400/725]	Loss:0.07194	Lr:0.000000	Data:0016ms	Train:0008ms	Mem:1.06Gb	Prec@1:0.8039
[29][450/725]	Loss:2.50040	Lr:0.000000	Data:0022ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7943
[29][500/725]	Loss:0.00123	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7969
[29][550/725]	Loss:1.06498	Lr:0.000000	Data:0011ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7906
[29][600/725]	Loss:0.22831	Lr:0.000000	Data:0017ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.7995
[29][650/725]	Loss:1.88774	Lr:0.000000	Data:0022ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8049
[29][700/725]	Loss:0.06944	Lr:0.000000	Data:0011ms	Train:0004ms	Mem:1.06Gb	Prec@1:0.8131
Train Prec@1:0.8787	Val Prec@1:0.8131
BestV Prec@1:0.8131	Best Epoch:29
[30][0/750]	Loss:0.76857	Lr:0.000100	Data:0608ms	Train:0062ms	Mem:1.06Gb	Prec@1:0.8750
[30][150/750]	Loss:0.48301	Lr:0.000100	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8874
[30][300/750]	Loss:1.11488	Lr:0.000100	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8792
[30][450/750]	Loss:0.48187	Lr:0.000100	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8828
[30][600/750]	Loss:0.61933	Lr:0.000100	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.8817
[30][0/725]	Loss:1.06267	Lr:0.000000	Data:0685ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.7500
[30][50/725]	Loss:0.01480	Lr:0.000000	Data:0020ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8505
[30][100/725]	Loss:0.30114	Lr:0.000000	Data:0029ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7995
[30][150/725]	Loss:0.92349	Lr:0.000000	Data:0011ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7939
[30][200/725]	Loss:1.12976	Lr:0.000000	Data:0017ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.8128
[30][250/725]	Loss:3.74960	Lr:0.000000	Data:0015ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.7913
[30][300/725]	Loss:0.02101	Lr:0.000000	Data:0013ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.8069
[30][350/725]	Loss:0.08343	Lr:0.000000	Data:0010ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.8162
[30][400/725]	Loss:0.13920	Lr:0.000000	Data:0010ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.8102
[30][450/725]	Loss:1.50349	Lr:0.000000	Data:0013ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.8013
[30][500/725]	Loss:0.00156	Lr:0.000000	Data:0019ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.8006
[30][550/725]	Loss:0.96461	Lr:0.000000	Data:0014ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7933
[30][600/725]	Loss:0.28386	Lr:0.000000	Data:0022ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8016
[30][650/725]	Loss:2.28551	Lr:0.000000	Data:0009ms	Train:0027ms	Mem:1.06Gb	Prec@1:0.8041
[30][700/725]	Loss:0.02304	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8112
Train Prec@1:0.8824	Val Prec@1:0.8120
BestV Prec@1:0.8131	Best Epoch:29
[31][0/750]	Loss:0.42842	Lr:0.000100	Data:0585ms	Train:0060ms	Mem:1.06Gb	Prec@1:1.0000
[31][150/750]	Loss:0.13159	Lr:0.000100	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.8891
[31][300/750]	Loss:0.94961	Lr:0.000100	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8866
[31][450/750]	Loss:1.32044	Lr:0.000100	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8875
[31][600/750]	Loss:0.21684	Lr:0.000100	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8842
